customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
451,Marlow,Flowerdew,U,37,,Quality Control Specialist,IT,High Net Worth,N,,No,
452,Natalee,Bamford,Female,22,11-08-1959,Account Coordinator,Property,Mass Customer,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ?olop æ‚ ‚ƒ?oqƒl æn æunp‡«p‡«ƒu‡« ƒ?odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ?næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ?olop ƒønsd‡« ƒø‚ƒ?oè´,Yes,5
453,Cornelius,Yarmouth,U,81,,Assistant Professor,IT,High Net Worth,N,,No,
454,Eugenie,Domenc,U,58,,Research Nurse,Health,Affluent Customer,N,,Yes,
455,Mile,Dionisii,Male,97,02-11-1991,Civil Engineer,Manufacturing,Mass Customer,N,1.00E+96,Yes,5
456,Randolph,Redihalgh,Male,47,30-11-1975,Automation Specialist I,Manufacturing,Affluent Customer,N,?Ê?Ê±?Ê??Ê±?Ê±ü?Ê??Ê?,Yes,17
457,Querida,Danilchev,Female,70,14-12-1980,Recruiting Manager,Financial Services,High Net Worth,N,"__•?(,_,*)",Yes,17
458,Osborn,Pentony,Male,57,21-04-1969,Account Representative IV,Manufacturing,Affluent Customer,N,¬?¾Ê?,Yes,18
459,Bel,Cheeke,Female,88,04-08-1986,Civil Engineer,Manufacturing,Mass Customer,N,-0.5,Yes,13
460,Illa,,Female,0,23-01-1986,Electrical Engineer,Manufacturing,Affluent Customer,N,NULL,Yes,16
461,Jsandye,Melendez,Female,19,09-10-1979,Social Worker,Health,Mass Customer,N,"""'",Yes,14
462,Melany,Thorrington,Female,32,01-01-1960,,Manufacturing,Affluent Customer,N,null,Yes,5
463,Allis,Blanche,Female,9,30-03-1962,Senior Cost Accountant,Financial Services,Mass Customer,N,1;DROP TABLE users,Yes,20
464,Karel,Dimelow,Female,32,23-03-1958,,n/a,Mass Customer,N,‰¡‰«‰µ,Yes,10
465,Alina,Wilsey,Female,54,27-03-1976,Developer III,Financial Services,Affluent Customer,N,0•ü‰£ 1•ü‰£ 2•ü‰£ 3•ü‰£ 4•ü‰£ 5•ü‰£ 6•ü‰£ 7•ü‰£ 8•ü‰£ 9•ü‰£ ?,Yes,14
466,Jarad,Bauser,Male,84,27-01-1991,,Manufacturing,Affluent Customer,N,0,Yes,2
467,Welbie,Rockliffe,Male,51,02-01-1954,Human Resources Assistant I,Property,Affluent Customer,N,",‹‹È:*:‹È‹‰( ‰È ì ‰È )‹‹È:*:‹È‹‰",No,15
468,Valeria,Ladyman,Female,11,19-01-1974,Software Test Engineer I,Property,High Net Worth,N,0,Yes,8
469,Levi,Cartmell,Male,91,03-05-1996,Actuary,Financial Services,High Net Worth,N,1.00E+02,Yes,3
470,Darbee,Klimowicz,Male,22,19-12-2001,Internal Auditor,Retail,Mass Customer,N,,No,1
471,Libby,Wardesworth,Female,82,01-01-1956,GIS Technical Architect,Financial Services,Affluent Customer,N,Tíí?í¼í¼oê íáií?íÂêí»ênííêvêíííí?oí¦íí¡íÊkeêêí¨í¼í»í?í±í? ítêíêí?í£íÈí»hí?êí?í?í?íí?eêí£í¡í?íÂê í¢í?íÈí±íhêêêêíí£í?ií?í?í£í¡í?víÈêeí¼í?í?í»í¡-mí¢iêníí¼íí?íøí¡díµí?íêí©í?íí? íí´í±í?í?ríííeêpêÊrí?ííÈí?íeêí¼íÊí£sí,No,14
472,Kippy,Jessel,Female,38,16-11-1990,Internal Auditor,Financial Services,Mass Customer,N,?? ? ? ? ? ? ? ?¤,Yes,8
473,Benji,O'Shirine,Male,2,13-03-1977,Junior Executive,Health,Mass Customer,N,(•?Á‰ ‰ ‰•?Á),Yes,20
474,Consolata,Clacson,Female,86,15-01-1983,Geologist IV,Entertainment,Affluent Customer,N,Tíí?í¼í¼oê íáií?íÂêí»ênííêvêíííí?oí¦íí¡íÊkeêêí¨í¼í»í?í±í? ítêíêí?í£íÈí»hí?êí?í?í?íí?eêí£í¡í?íÂê í¢í?íÈí±íhêêêêíí£í?ií?í?í£í¡í?víÈêeí¼í?í?í»í¡-mí¢iêníí¼íí?íøí¡díµí?íêí©í?íí? íí´í±í?í?ríííeêpêÊrí?ííÈí?íeêí¼íÊí£sí,No,18
475,Vernor,,Male,0,14-11-1996,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,"__•?(,_,*)",No,1
476,Kane,Jahnel,Male,65,21-04-1989,Computer Systems Analyst IV,n/a,Mass Customer,N,‰,No,14
477,Cheri,Hazeman,Female,32,26-11-1960,Media Manager II,Financial Services,High Net Worth,N,‰?test‰¤,Yes,13
478,Darcey,Harberer,Female,65,21-01-1961,Chief Design Engineer,n/a,Affluent Customer,N,,Yes,5
479,Blythe,Keighley,Female,11,04-08-1994,,IT,Mass Customer,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí?íêGíÈOí?íí¨,Yes,4
480,Darelle,Ive,U,67,,Registered Nurse,Health,Mass Customer,N,,Yes,
481,Marcella,Manzell,Female,68,12-04-1990,Programmer IV,Argiculture,Mass Customer,N,ôÁô¢ô£,No,8
482,Gar,Wallis,Male,33,19-12-1962,,Health,Mass Customer,N,Tíí?í¼í¼oê íáií?íÂêí»ênííêvêíííí?oí¦íí¡íÊkeêêí¨í¼í»í?í±í? ítêíêí?í£íÈí»hí?êí?í?í?íí?eêí£í¡í?íÂê í¢í?íÈí±íhêêêêíí£í?ií?í?í£í¡í?víÈêeí¼í?í?í»í¡-mí¢iêníí¼íí?íøí¡díµí?íêí©í?íí? íí´í±í?í?ríííeêpêÊrí?ííÈí?íeêí¼íÊí£sí,No,20
483,Bertrand,Penkethman,Male,35,02-05-1973,Sales Representative,Retail,Affluent Customer,N,',No,9
484,Mason,Kohrsen,Male,64,24-04-1974,Programmer IV,Manufacturing,Mass Customer,N,Tíí?í¼í¼oê íáií?íÂêí»ênííêvêíííí?oí¦íí¡íÊkeêêí¨í¼í»í?í±í? ítêíêí?í£íÈí»hí?êí?í?í?íí?eêí£í¡í?íÂê í¢í?íÈí±íhêêêêíí£í?ií?í?í£í¡í?víÈêeí¼í?í?í»í¡-mí¢iêníí¼íí?íøí¡díµí?íêí©í?íí? íí´í±í?í?ríííeêpêÊrí?ííÈí?íeêí¼íÊí£sí,No,22
485,Ulrika,Steagall,Female,23,08-11-1974,Statistician III,Manufacturing,High Net Worth,N,<svg><script>0<1>alert('XSS')</script>,No,20
486,Prudi,Edon,Female,0,30-12-1955,Technical Writer,Manufacturing,Affluent Customer,N,åüèÌ‰€±èÌåøèåÀ,Yes,15
487,Elayne,Braiden,Female,70,19-09-1979,Food Chemist,Health,Mass Customer,N,åüèÌ‰€±èÌåøèåÀ,No,10
488,Domini,Ghelerdini,Female,24,11-07-1980,Help Desk Operator,Property,Mass Customer,N,1/0,Yes,10
489,Tresa,Reeks,Female,18,31-05-1971,Senior Editor,Retail,Mass Customer,N,‰Çtest‰Ç,Yes,4
490,Lida,Boynton,Female,44,15-06-1992,Environmental Tech,Argiculture,Mass Customer,N,,No,6
491,Andrea,Funcheon,Male,45,20-02-1976,Speech Pathologist,Property,Affluent Customer,N,"<>?:""{}|_+",Yes,19
492,Pail,Ashplant,Male,54,28-04-1976,Environmental Tech,Financial Services,Mass Customer,N,?Ê?Ê±?Ê??Ê±?Ê±ü?Ê??Ê?,No,21
493,Tommie,Banbridge,Female,83,13-09-1960,Electrical Engineer,Manufacturing,Mass Customer,N,01-Feb,Yes,5
494,Gaby,,Male,33,02-06-1975,Design Engineer,Manufacturing,Mass Customer,N,‹,No,9
495,Lucius,Prescott,Male,91,21-02-1959,VP Accounting,Financial Services,Mass Customer,N,‹,Yes,6
496,Korry,Cosgrove,Female,25,28-01-1976,Engineer II,Financial Services,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,11
497,Allissa,Brinklow,Female,96,09-01-1974,,Property,Mass Customer,N,-$1.00,Yes,11
498,Emmalee,Sketcher,Female,58,30-04-1978,VP Sales,Manufacturing,High Net Worth,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ?olop æ‚ ‚ƒ?oqƒl æn æunp‡«p‡«ƒu‡« ƒ?odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ?næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ?olop ƒønsd‡« ƒø‚ƒ?oè´,Yes,10
499,Dalli,Baggally,Male,39,15-03-1961,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,nil,No,19
500,Lazar,Crathern,Male,19,11-04-1992,Recruiting Manager,Retail,Affluent Customer,N,-1.00E+02,Yes,10
501,Henrieta,MacClancey,Female,94,10-06-1977,Environmental Specialist,n/a,High Net Worth,N,ÌÌÌÌèÌÌ•£ÀÌÌÌ‰,No,19
502,Rica,Raveau,Female,39,24-12-1970,Teacher,Manufacturing,Mass Customer,N,nil,No,18
503,Burr,Gerb,Male,87,19-07-1989,Dental Hygienist,Health,Affluent Customer,N,"__•?(,_,*)",Yes,10
504,Vinny,Hegley,Male,93,25-04-1995,Environmental Tech,Manufacturing,High Net Worth,N,$1.00,Yes,7
505,Wylma,Elsy,Female,40,01-12-1966,,n/a,High Net Worth,N,1.00E+96,Yes,10
506,Brett,Scrancher,Female,43,14-02-1985,Health Coach II,Retail,Mass Customer,N,?©??,No,21
507,Gwen,Jakubczyk,Female,98,05-07-1971,,Health,Mass Customer,N,‰,No,7
508,Abagail,Tordiffe,Female,94,18-01-1971,Project Manager,Property,Mass Customer,N,¬?¾Ê?,Yes,11
509,Tobe,Vamplew,Male,64,06-08-1979,Developer II,Financial Services,Affluent Customer,N,",./;'[]\-=",Yes,21
510,Sheilah,Blackmore,Female,61,15-06-1992,,n/a,Mass Customer,N,‰å«å¨‰Êå´å¬èÌüì‰‰,No,2
511,Theo,Tolmie,Female,92,02-12-1982,Dental Hygienist,Health,High Net Worth,N,1'; DROP TABLE users--,No,10
512,Sigfried,Semken,Male,76,15-04-1955,VP Accounting,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,6
513,Kienan,Soar,U,30,,Tax Accountant,IT,Mass Customer,N,,No,
514,Trent,,Male,9,20-06-1996,Associate Professor,Financial Services,Mass Customer,N,‹?ˆ??ˆ¼ôêˆ¼ˆ??•? ‹?ˆ??ˆ¼ôêˆ¼ˆ??•?,Yes,4
515,Winna,Verny,Female,55,04-09-1989,Help Desk Operator,IT,High Net Worth,N,?? ? ? ? ? ? ? ?¤,No,8
516,Craggy,Loadsman,Male,23,07-01-1958,Environmental Tech,Financial Services,Mass Customer,N,í?HêíÂí?íí?eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí?í?aí¼í»êií¬êêí?êíøítí¦í?í¨sííêê íÊíÇíÊBíÈêêêêí?eíµhíµíÂêíÇêiíí?êí?í?í¨êíÇnêdí«í»íí êí¡êí©êêêí?Tê¢êí?êí»hêêí¨íÈeíÂíêí í?í?íWêêêííêêaêêêí?í?,No,20
517,Iona,Fidgeon,Female,73,20-08-1985,Chief Design Engineer,Property,Mass Customer,N,"'""''''""",Yes,3
518,Bernhard,Senett,Male,60,28-04-1991,Database Administrator IV,Retail,Mass Customer,N,-1,Yes,10
519,Rabi,Nissle,Male,83,07-04-2000,,n/a,Mass Customer,N,-1.00E+02,Yes,1
520,Jazmin,Neumann,Female,66,09-08-1964,VP Quality Control,Financial Services,Affluent Customer,N,?Ê?Ê±?Ê??Ê±?Ê±ü?Ê??Ê?,Yes,15
521,Peri,Hovie,Female,29,19-12-1978,Help Desk Operator,Health,High Net Worth,N,!@#$%^&*(),No,16
522,Lynnelle,Comettoi,Female,64,05-11-1976,,n/a,Affluent Customer,N,NULL,Yes,16
523,Elberta,Tixall,Female,44,24-11-1974,Senior Financial Analyst,Financial Services,Affluent Customer,N,<img src=x onerror=alert('hi') />,Yes,16
524,Florence,Held,Female,16,09-09-1962,Nurse,Retail,Mass Customer,N,•?•?´‰À‹?‰?(•?Á‰‰À‰•?Á)‰±‰À•?´•?,No,11
525,Lennard,Donizeau,Male,64,12-02-1980,Chemical Engineer,Manufacturing,Mass Customer,N,‰¡‰«‰µ,Yes,9
526,Ardelle,,U,9,,Social Worker,Health,Mass Customer,N,,Yes,
527,Lorilyn,Topaz,Female,81,19-10-1990,VP Quality Control,Financial Services,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,9
528,Gayel,Downs,Female,10,06-06-1979,Registered Nurse,Health,Mass Customer,N,1/0,No,4
529,Sandor,Tumber,Male,18,21-07-1989,Operator,Retail,Affluent Customer,N,‰å«‰¡èÌå¬èÌ‰‰‰,Yes,10
530,Townie,Perez,Male,2,24-09-1974,Recruiter,Manufacturing,Mass Customer,N,",./;'[]\-=",No,15
531,Modesty,Fletcher,Female,94,26-08-1993,Senior Cost Accountant,Financial Services,High Net Worth,N,nil,No,1
532,Row,Mawditt,Female,25,14-01-1961,Community Outreach Specialist,Financial Services,Affluent Customer,N,‡Ê,No,19
533,Conny,Shearmer,Male,40,14-12-1981,Database Administrator III,Retail,Mass Customer,N,‰?test‰¤,No,11
534,Madel,Palffrey,Female,2,16-08-1954,Systems Administrator I,n/a,Mass Customer,N,,No,12
535,Gracie,Merrifield,Female,67,04-05-1993,,n/a,Affluent Customer,N,,No,3
536,Jannelle,Leist,Female,64,07-04-1959,Recruiting Manager,Manufacturing,Affluent Customer,N,"¯Çô ôô¯? ¯?ô¯á¯» ô¯¬¯¤ô¯»¯?¯øô¯ø¯, ¯Â¯?ô¯±¯»ô ¯¬¯¤¯?¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯?¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯?¯¤ ô¯ø ¯£¯¨¯¡. ¯?ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",No,16
537,Raine,Sneezum,Female,16,26-03-1989,Structural Engineer,Entertainment,High Net Worth,N,-1.00E+02,No,7
538,Millicent,Wiffler,Female,33,21-10-1956,Chemical Engineer,Manufacturing,Mass Customer,N,‹È(•À£‰•À£)‹È:*:,Yes,5
539,Hobie,Knappett,Male,53,10-08-1975,,Health,High Net Worth,N,-1.00E+00,No,15
540,Tresa,Dy,Female,80,28-04-2001,Chemical Engineer,Manufacturing,Mass Customer,N,‡Ê,No,1
541,Annissa,Balmforth,Female,23,01-01-1966,,Manufacturing,Affluent Customer,N,00è®$-,Yes,13
542,Berri,McManamen,Female,78,14-01-1967,Accountant III,Manufacturing,Mass Customer,N,(•?Á‰ ‰ ‰•?Á),No,18
543,Mikey,Rizzetti,Male,9,03-08-1973,Account Coordinator,Retail,Affluent Customer,N,ôÁô¢ô£,Yes,17
544,Giacomo,Johanning,Male,51,12-10-1990,Structural Engineer,Manufacturing,High Net Worth,N,¬?¾Ê?,Yes,5
545,Alecia,Crosse,Female,43,04-06-1978,Project Manager,Health,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,18
546,Jorie,Pigott,Female,80,24-02-1981,Information Systems Manager,Health,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,12
547,Andee,Robjant,Female,22,14-05-1996,Sales Associate,Health,Mass Customer,N,‹È(•À£‰•À£)‹È:*:,No,5
548,Georgie,Cudbertson,U,84,,,IT,High Net Worth,N,,Yes,
549,Abrahan,Luckman,Male,84,15-06-1985,Human Resources Manager,Retail,Mass Customer,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ?olop æ‚ ‚ƒ?oqƒl æn æunp‡«p‡«ƒu‡« ƒ?odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ?næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ?olop ƒønsd‡« ƒø‚ƒ?oè´,Yes,2
550,Emeline,Jorioz,Female,16,10-07-1976,,Retail,Mass Customer,N,(‰øå¡‰Áå¡•?‰ø•üµ ‰È‰‰È),No,15
551,Florence,Muldoon,Female,8,10-08-1987,Structural Engineer,Financial Services,High Net Worth,N,‰?•ü ? ? ? ? ? ? ? ? ? ? ? ? ? ?,No,9
552,Hilly,Kleinmann,Male,66,09-09-1978,Geological Engineer,Manufacturing,High Net Worth,N,-0.5,Yes,20
553,Charlean,Fantone,Female,62,12-05-1979,Senior Sales Associate,Argiculture,Affluent Customer,N,?? ? ? ? ? ? ? ?¤,Yes,7
554,Esmaria,Dobbison,Female,33,06-05-1955,Graphic Designer,Health,Mass Customer,N,‰‰‰,Yes,7
555,Jarib,Senior,Male,99,08-11-1970,Junior Executive,Property,Mass Customer,N,ë©‰Ì¤‰‰Çèåµ‰?‰´Ìá,No,4
556,Oralia,Gifford,Female,69,08-09-1957,Junior Executive,n/a,Mass Customer,N,ÌÌÌÌèÌÌ•£ÀÌÌÌ‰,No,11
557,Cassie,Morley,Female,67,02-06-1961,,Manufacturing,Affluent Customer,N,åüèÌ‰€±èÌåøèåÀ,Yes,18
558,Allene,Claypole,Female,96,25-05-1973,Programmer Analyst III,n/a,Mass Customer,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí?íêGíÈOí?íí¨,No,8
559,Erma,Vyel,Female,39,05-03-1988,Payment Adjustment Coordinator,Retail,High Net Worth,N,ë©‰Ì¤‰‰Çèåµ‰?‰´Ìá,Yes,16
560,Dorree,Sanja,Female,1,11-10-1953,Social Worker,Health,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,8
561,Karin,Burkill,Female,99,15-08-1977,Tax Accountant,n/a,Mass Customer,N,ë©‰Ì¤‰‰Çèåµ‰?‰´Ìá,No,12
562,Lindy,Fitzpayn,Female,88,06-06-1970,Marketing Assistant,n/a,Mass Customer,N,Tíí?í¼í¼oê íáií?íÂêí»ênííêvêíííí?oí¦íí¡íÊkeêêí¨í¼í»í?í±í? ítêíêí?í£íÈí»hí?êí?í?í?íí?eêí£í¡í?íÂê í¢í?íÈí±íhêêêêíí£í?ií?í?í£í¡í?víÈêeí¼í?í?í»í¡-mí¢iêníí¼íí?íøí¡díµí?íêí©í?íí? íí´í±í?í?ríííeêpêÊrí?ííÈí?íeêí¼íÊí£sí,No,17
563,Rube,Itzhayek,Male,25,20-09-1974,Accounting Assistant II,IT,Mass Customer,N,Œ£?¾?¢»,Yes,19
564,Nettie,Iddy,Female,7,07-11-1983,Operator,Retail,High Net Worth,N,$1.00,No,7
565,Saleem,Meller,Male,30,02-10-1959,Civil Engineer,Manufacturing,Mass Customer,N,00è®$-,Yes,16
566,Datha,McPheat,Female,66,09-12-1978,Systems Administrator I,Financial Services,High Net Worth,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,Yes,9
567,Hashim,O'Leahy,Male,73,08-07-1965,,Financial Services,Affluent Customer,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,No,16
568,Quinn,Fulks,Male,32,15-12-1957,VP Sales,Manufacturing,Mass Customer,N,?©??,No,13
569,Jaime,Warkup,Male,30,31-01-1976,Analog Circuit Design manager,IT,Mass Customer,N,‰£,No,10
570,Xever,Baldetti,Male,14,24-06-1978,VP Product Management,Financial Services,Mass Customer,N,1/0,Yes,15
571,Ramonda,McKellar,Female,30,15-02-1958,Assistant Media Planner,Entertainment,Mass Customer,N,‰¡‰«‰µ‰‰‰,No,6
572,Clementius,Everington,Male,0,01-05-1967,Clinical Specialist,Health,High Net Worth,N,•?•?¬(å«‰•?‰©,Yes,5
573,Maurits,Kix,Male,39,07-03-1994,General Manager,n/a,Mass Customer,N,??¾¤Œ?ü¢»Œ?üÊ©¦¾,No,2
574,Gerard,Steketee,Male,95,09-04-1990,Senior Cost Accountant,Financial Services,Mass Customer,N,íÁêêíIêííí?nêêêví¨íÇokí?íÇíêiíêí?í?íÊíníÁíÈí¨í£í¼gí?êêí?êíÂê í¡têí?híí?eí¢í? êíÂí?êfí«íêí£eêêeí£í´í©lêêêiêÊêêí?nêêíêí?í¨gê í¬oêÁêí»fíí£íÂ ííêíêí¨cñêíÇêêêêêhíµí?í£êêaêíí?êêoí?í£í´sê¢í±êí¼íí?íÈ.íí,No,20
575,Etan,Poyle,Male,64,10-06-1956,VP Accounting,Financial Services,High Net Worth,N,‰Çtest‰Ç,Yes,11
576,Bart,Eakle,Male,98,19-05-1977,Recruiter,Retail,Mass Customer,N,‰©test‰©,Yes,7
577,Nadean,Fielding,Female,41,08-04-1956,,Property,Mass Customer,N,NULL,Yes,19
578,Charyl,Haimes,Female,72,24-01-1995,Web Developer I,n/a,High Net Worth,N,"'""''''""",Yes,3
579,Cathlene,Bellas,Female,89,11-06-1974,Software Engineer II,Health,Mass Customer,N,‰Á,No,12
580,Johnathan,Audiss,Male,83,03-12-1975,Compensation Analyst,Financial Services,Mass Customer,N,‰¢,Yes,14
581,Brenna,Dacks,Female,32,22-05-1969,Computer Systems Analyst IV,Financial Services,Mass Customer,N,1.00E+96,Yes,16
582,Rhoda,McKeown,U,21,,Staff Scientist,IT,Affluent Customer,N,,No,
583,Tirrell,Haysham,Male,97,14-04-1986,Registered Nurse,Health,Mass Customer,N,1.00E+96,No,4
584,Fiona,Clines,Female,10,15-09-1995,Tax Accountant,Manufacturing,Affluent Customer,N,‰å«‰¡èÌå¬èÌ‰‰‰,Yes,19
585,Tiphany,Bonnier,Female,66,20-04-1978,Pharmacist,Health,Mass Customer,N,,Yes,10
586,Jayme,Baunton,Female,63,15-03-1999,Chief Design Engineer,Manufacturing,Mass Customer,N,-1.00E+02,No,4
587,Adolphus,Seers,Male,43,27-05-1966,Registered Nurse,Health,Mass Customer,N,"""'",Yes,19
588,Gunther,Jackman,Male,15,05-10-1963,Assistant Media Planner,Entertainment,Mass Customer,N,null,No,11
589,Duff,Anan,Male,76,07-12-1995,Compensation Analyst,Financial Services,Mass Customer,N,“ü‘‘¡’Ê‘´«,Yes,1
590,Ddene,Burleton,Female,85,09-09-1988,Assistant Professor,Health,Mass Customer,N,(•?ˆ?´ˆ?´•?•?•ÈÀ ‰È‰‰È,Yes,11
591,Sydney,Endacott,Male,16,02-10-1974,Business Systems Development Analyst,Entertainment,Affluent Customer,N,?Ê?Ê±?Ê??Ê±?Ê±ü?Ê??Ê?,No,16
592,Edik,Connichie,Male,73,24-09-1992,VP Sales,Manufacturing,Mass Customer,N,‹‹?‹‹£‹?‹üÁ‹‹»‹‹,No,2
593,Eugenius,Packe,Male,64,07-08-1984,Structural Analysis Engineer,n/a,Mass Customer,N,NIL,No,4
594,Humfrey,Frankland,Male,74,22-07-1980,Office Assistant II,n/a,Mass Customer,N,?Ê?Ê±?Ê??Ê±?Ê±ü?Ê??Ê?,No,13
595,Nikola,Jeanon,Male,72,12-05-1973,VP Marketing,Financial Services,Mass Customer,N,‡Ê,No,22
596,Sue,Chapelhow,Female,9,20-10-1968,Recruiter,Property,Affluent Customer,N,nil,No,13
597,Cassandra,Aucoate,Female,6,10-12-1954,Recruiter,Manufacturing,Mass Customer,N,?? ? ? ? ? ? ? ?,No,6
598,Zebulen,Swadon,Male,25,27-06-1967,Financial Advisor,Financial Services,High Net Worth,N,‰å«å¨‰Êå´å¬èÌüì‰‰,No,12
599,Ernestus,Cruden,U,48,,Senior Financial Analyst,Financial Services,Mass Customer,N,,Yes,
600,Duke,Allnatt,Male,65,10-05-1974,Nurse,Argiculture,Mass Customer,N,"?…?…¡?¬…µ??©?…«??», ?…?…ü?¬…ü? ?…±?…??…«??, ?…µ?» ?…á?©…??…ü?…á?…«?, ?…¡?…µ?» ?…ü?…ü?¬…¦?´",Yes,8
601,Ken,Renfree,Male,56,04-12-1992,Senior Quality Engineer,Retail,High Net Worth,N,"""'",Yes,4
602,Lebbie,Bruck,Female,0,28-03-1992,Office Assistant II,n/a,High Net Worth,N,Œ£?¾?¢»,Yes,9
603,Alidia,Durrett,Female,28,18-04-1987,Marketing Assistant,Financial Services,Affluent Customer,N,‰»‰»test‰»,No,11
604,Mella,Petrovsky,Female,72,10-02-1998,Help Desk Operator,IT,Affluent Customer,N,"¯Çô ôô¯? ¯?ô¯á¯» ô¯¬¯¤ô¯»¯?¯øô¯ø¯, ¯Â¯?ô¯±¯»ô ¯¬¯¤¯?¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯?¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯?¯¤ ô¯ø ¯£¯¨¯¡. ¯?ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",No,3
605,Bart,Creenan,Male,13,26-03-1972,Electrical Engineer,Manufacturing,Mass Customer,N,<script>alert('hi')</script>,Yes,5
606,Filia,Rosson,Female,62,16-07-1989,Chemical Engineer,Manufacturing,Mass Customer,N,`‰‰Â‰?‰¼•Â•Â‰Áå¡åá‰‰å±,Yes,2
607,Adelaida,Redmond,Female,55,10-08-1976,Dental Hygienist,Health,Mass Customer,N,-1.00E+02,No,15
608,Alisun,Heinecke,Female,55,08-01-1980,Accounting Assistant I,Retail,High Net Worth,N,‰,Yes,12
609,Margalit,Dorwood,Female,32,06-11-2000,Computer Systems Analyst II,Health,Mass Customer,N,“ü‘‘¡’Ê‘´«,No,1
610,Hyatt,Craine,Male,45,16-03-1958,Help Desk Technician,Financial Services,Mass Customer,N,¡Šü?‹‹‹Ç‹‹‹?Šü‹‹,Yes,15
611,Otto,Huriche,Male,58,20-12-1986,Help Desk Technician,Manufacturing,Mass Customer,N,"<>?:""{}|_+",Yes,16
612,Grange,Skillington,Male,50,12-01-1962,GIS Technical Architect,Health,Mass Customer,N,‹È(•À£‰•À£)‹È:*:,No,14
613,Carolann,O'Hallagan,Female,4,14-11-1989,Analyst Programmer,Property,High Net Worth,N,1.00E+02,No,17
614,Nonnah,Johns,Female,45,12-09-1995,,Manufacturing,Mass Customer,N,1.00E+02,Yes,11
615,Rebeca,Martonfi,Female,93,11-05-1956,Human Resources Assistant I,Property,Mass Customer,N,,No,19
616,Perl,Bysaker,Female,36,13-07-1995,,Health,High Net Worth,N,"¯Çô ôô¯? ¯?ô¯á¯» ô¯¬¯¤ô¯»¯?¯øô¯ø¯, ¯Â¯?ô¯±¯»ô ¯¬¯¤¯?¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯?¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯?¯¤ ô¯ø ¯£¯¨¯¡. ¯?ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",No,6
617,Idell,Cole,Female,81,01-08-1960,Director of Sales,Property,Mass Customer,N,',No,15
618,Lucho,Mitie,Male,17,05-04-1962,Electrical Engineer,Manufacturing,Affluent Customer,N,ôÁô¢ô£,Yes,18
619,Finn,Dahlman,Male,39,14-08-1977,Speech Pathologist,Property,Mass Customer,N,`‰‰Â‰?‰¼•Â•Â‰Áå¡åá‰‰å±,No,20
